workYear,education,financeStage,companyLogo,district,companyId,explain,industryField,companyLabelList,positionLables,firstType,formatCreateTime,industryLables,companySize,positionName,jobNature,deliver,totalCount,gradeDescription,companyFullName,createTime,positionId,companyShortName,salary,isSchoolJob,secondType,positionAdvantage
3-5年,大专,B轮,images/logo_default.png,宝安区,308201,,硬件,"""""","银行,财务,税务,统计",综合职能类,2018-05-23,"银行,财务,税务,统计",50-150人,会计主管,全职,0,461,,深圳市海祺电子科技有限公司,2018-05-23 15:23:39,4616028,海祺电子,6k-8k,0,财务,"伙食,房补,年终奖"
1-3年,大专,不需要融资,i/image/M00/8F/EB/CgpEMlrxbsGAOVa7AABQ9ufigA0605.jpg,南山区,380895,,"移动互联网,电子商务","绩效奖金,带薪年假,年度旅游,帅哥多","结算,税务,审计,成本,资产",综合职能类,2018-05-29,,50-150人,财务/会计,全职,0,461,,深圳市优杰瑞电子有限公司,2018-05-29 18:04:08,4646260,优杰瑞电子,4k-6k,0,财务,"五险,节日礼品,带薪年假,旅游"
不限,大专,不需要融资,i/image3/M00/4E/6D/Cgq2xlrsF1WAIXjZAAArNr009_k830.jpg,宝安区,306460,,"移动互联网,电子商务","绩效奖金,年度旅游,帅哥多,美女多","银行,助理,实习生,财务,税务",综合职能类,2018-05-22,"银行,助理,实习生,财务,税务",15-50人,会计,全职,0,461,,深圳市烈马科技有限公司,2018-05-22 11:38:30,4606516,烈马科技,3k-5k,0,财务,"90后活力,一对一指导,工作轻松"
不限,不限,未融资,images/logo_default.png,福田区,324968,,企业服务,"""""","金融,实习生,财务,税务",综合职能类,2天前发布,"金融,实习生,财务,税务",150-500人,实习会计 会计助理,全职,0,461,,深圳市佳诺企业管理顾问有限公司福田分公司,2018-05-31 09:27:04,4390666,佳诺集团,3k-6k,0,财务,"法定节假日,晋升空间,五险,周末双休"
1-3年,不限,不需要融资,i/image3/M00/48/1E/CgpOIFrLDD2AfYTkAAAFs1TGr7c164.jpg,南山区,361510,,电子商务,"带薪年假,年度旅游,美女多,帅哥多","主管,出纳,财务,税务,统计",综合职能类,2018-05-28,,50-150人,全盘会计,全职,0,461,,深圳市海青蓝服饰有限公司,2018-05-28 10:42:51,4413179,深圳市海青蓝服饰,5k-8k,0,财务,"晋升机制,发展前景好,员工旅游,工作氛围好"
不限,不限,未融资,i/image/M00/8E/2F/CgpFT1r9PMuAOOF0AACtmjy8OSM658.jpg,南山区,386972,,"移动互联网,企业服务","""""","财务,税务,统计",综合职能类,2018-05-21,,少于15人,会计实习生,全职,0,461,,深圳市创鑫管理咨询有限公司,2018-05-21 16:35:54,4589708,创鑫,1k-2k,0,财务,"年轻团队,自由,福利好,平台好"
3-5年,不限,未融资,images/logo_default.png,,381931,,电子商务 信息安全,"""""","财务,结算,出纳,税务,审计",综合职能类,2018-05-10,,少于15人,会计,全职,0,461,,深圳市中科云科技开发有限公司,2018-05-10 17:15:51,4552453,深圳市中科云科技开发有限公司,4K-8K,0,财务,人力资源专员、人力资源经理或者出纳、会计
3-5年,本科,上市公司,i/image2/M00/2A/26/CgoB5loomnOACjzZAABOY7aoEB0051.png,福田区,296835,,旅游,"""""","旅游,财务,税务,AR",综合职能类,2018-05-03,"旅游,财务,税务,AR",150-500人,全盘会计,全职,0,461,,腾邦旅游集团有限公司,2018-05-03 15:11:22,4513714,腾邦旅游集团,6k-8k,0,财务,"晋升空间,全盘操作,专业知识"
1-3年,本科,A轮,i/image/M00/52/8D/CgqKkVe7-YmAW4MBAAAZp55LD30281.png,南山区,58630,,"电子商务,O2O","带薪年假,岗位晋升,管理规范,五险一金","财务,税务,统计,AR",综合职能类,1天前发布,,50-150人,往来账会计,全职,0,461,,天航科技有限公司,2018-06-01 11:28:05,4499867,天航科技,6k-7k,0,财务,"周末双休,全勤奖,餐补,团队氛围"
1-3年,大专,未融资,i/image/M00/8D/B3/CgpFT1r6t_SAfUqcAAAJ_yVsM44887.png,宝安区,215300,,移动互联网,"技能培训,领导好,免费班车,节日礼物","银行,工具软件,财务,税务,AR",综合职能类,2018-05-28,"银行,工具软件,财务,税务,AR",50-150人,会计,全职,0,461,,壹件事（深圳）科技有限公司,2018-05-28 15:16:44,4580449,壹件事科技,4k-6k,0,财务,活跃
3-5年,本科,不需要融资,image2/M00/11/0F/CgpzWlYwiL6AGv70AAAUA20HjGw702.png?cc=0.5689958496950567,南山区,103383,,"移动互联网,电子商务","专项奖金,带薪年假,年度旅游,领导好","旅游,财务",综合职能类,2018-05-28,"旅游,财务",50-150人,税务会计,全职,0,461,,深圳市舒卷科技有限公司,2018-05-28 10:52:02,4540936,舒卷科技,8k-15k,0,财务,"周末双休,五天七小时,五险一金,福利好"
1-3年,大专,未融资,i/image3/M00/2B/7D/Cgq2xlqeCkGABlMiAAAyrncsJk0804.jpg,宝安区,334695,,"企业服务,其他","绩效奖金,交通补助,通讯津贴,管理规范","财务,税务,报税",综合职能类,2018-05-09,,少于15人,外账会计,全职,0,461,,深圳富创企业管理有限公司,2018-05-09 10:16:41,4359081,富创企业,4k-8k,0,财务,"高薪,发展空间大,办公环境好"
1-3年,大专,天使轮,i/image2/M00/16/F3/CgoB5ln4HjOAOulYAAAvdAVCZJw750.jpg,福田区,279983,,"企业服务,移动互联网",,"助理,财务,税务",综合职能类,2018-05-07,,50-150人,行政兼会计,全职,0,461,,巧夺天宫（深圳）科技有限公司,2018-05-07 09:49:32,4380397,巧夺天宫,5k-8k,0,行政,"带薪年假,五险一金"
1-3年,大专,不需要融资,i/image/M00/8D/29/CgpEMlre6-aASFgkAAhse4jH9fM120.jpg,福田区,372663,,企业服务、移动互联网,"""""","税务，做帐,小规模，一般纳",其它,2018-05-29,,15-50人,会计主管,全职,0,461,,深圳大拇指商务秘书有限公司,2018-05-29 17:57:56,4519168,深圳大拇指商务秘书有限公司,6K-10K,0,商业服务|专业服务,底薪+提成社保，全勤节假日福利聚餐
1-3年,大专,上市公司,i/image/M00/8D/B2/CgpFT1r6sriARlXRAAAQnxPDLW8299.jpg,福田区,188572,,其他,"绩效奖金,定期体检,午餐补助,带薪年假","金融,财务,税务,统计,审核,AR",综合职能类,2018-05-29,"金融,财务,税务,统计,审核,AR",2000人以上,会计,全职,0,461,,深圳赫美集团股份有限公司,2018-05-29 09:54:56,4589711,赫美集团,6k-8k,0,财务,"上市公司,多元化集团"
1-3年,大专,不需要融资,images/logo_default.png,宝安区,73535,,其他,"技能培训,绩效奖金,岗位晋升,管理规范","财务,出纳,成本,资产",综合职能类,2018-05-29,,少于15人,会计助理,全职,0,461,,深圳市大河工业设备有限公司,2018-05-29 09:58:28,4493915,大河工业设备,3K-5K,0,财务,成本会计
3-5年,本科,B轮,i/image/M00/4C/6C/Cgp3O1eiqqSAAUw9AAAuMuKyumg516.jpg,南山区,62152,,"移动互联网,硬件","五险一金,带薪年假,技能培训,岗位晋升","财务,税务",综合职能类,2018-05-28,,50-150人,成本会计/主管,全职,0,461,,深圳市速腾聚创科技有限公司,2018-05-28 09:16:42,4434907,速腾聚创,8k-15k,0,财务,"人工智能,自动驾驶"
1-3年,大专,B轮,image1/M00/2A/CD/Cgo8PFVtV22ARlWcAAAt0M-Ekoo310.png,南山区,73809,,"移动互联网,电子商务","节日礼物,年底双薪,股票期权,带薪年假","财务,税务,统计",金融类,1天前发布,,150-500人,会计,全职,0,461,,武汉斑马快跑科技有限公司,2018-06-01 18:05:23,4408683,斑马快跑,4k-7k,0,法务财务,"五险,弹性工作"
3-5年,不限,未融资,images/logo_default.png,宝安区,258329,,企业服务,,"财务,税务",综合职能类,2018-05-15,,15-50人,会计,全职,0,461,,深圳博远知识产权代理有限公司,2018-05-15 15:51:15,4573703,博远知产,4K-8K,0,财务,"公司实行五天工作制,提供五险一金，试用期过后有晋升机会,工作环境宽松。"
不限,不限,未融资,i/image2/M00/02/73/CgoB5lnAqTCAaGFfAAAVm7CT9JY792.png,坪山新区,97239,,医疗健康,"带薪年假,领导好,定期体检,五险一金","财务,ERP",综合职能类,2018-05-29,,150-500人,材料会计,全职,0,461,,深圳市慧康医疗器械有限公司,2018-05-29 13:17:04,4642777,慧康医疗,4k-6k,0,财务,"会计,财务"
不限,不限,未融资,images/logo_default.png,,385679,,企业服务 金融,"""""","纳税申报,企业代理,纳税评估",其他,2018-05-16,,少于15人,会计实习,全职,0,461,,深圳市永诚企业代理记帐有限公司,2018-05-16 10:29:30,4577487,永诚,2K-3K,0,其它,代理记帐
不限,大专,未融资,images/logo_default.png,南山区,395632,,教育,"""""","前台,助理,财务",综合职能类,2天前发布,,50-150人,行政兼会计专员,全职,0,461,,深圳市知领互联信息有限公司,2018-05-31 17:13:13,4659413,深圳市知领互联信息有限公司,4k-6k,0,行政,"上升空间大,福利佳"
3-5年,本科,未融资,i/image2/M00/24/D0/CgotOVobtyqAQsRRAABD-_iTIqs919.png,宝安区,151329,,移动互联网,"年底双薪,带薪年假,午餐补助,年度旅游","财务,主管,结算,出纳,税务",综合职能类,2018-05-28,,15-50人,会计,全职,0,461,,深圳市微伙科技有限公司,2018-05-28 08:50:12,3103053,微伙科技,6K-8K,0,财务,一家正在快速发展的互联网公司
1-3年,大专,未融资,i/image3/M00/2B/7D/Cgq2xlqeCkGABlMiAAAyrncsJk0804.jpg,宝安区,334695,,"企业服务,其他","绩效奖金,交通补助,通讯津贴,管理规范","财务,税务",综合职能类,2018-05-09,,少于15人,实习会计,全职,0,461,,深圳富创企业管理有限公司,2018-05-09 10:16:11,4210752,富创企业,3K-6K,0,财务,积极主动
应届毕业生,本科,上市公司,image2/M00/06/EF/CgpzWlX7xIGAXF8RAAARZ0Wkzw8662.jpg,福田区,29911,,"移动互联网,游戏","节日礼物,技能培训,绩效奖金,岗位晋升","财务,税务,AR",综合职能类,2天前发布,,500-2000人,sz-会计实习生,实习,0,461,,深圳市中手游网络科技有限公司,2018-05-31 11:40:24,4612683,CMGE中手游,2k-4k,1,财务,"大平台,福利好,晋升空间大,牛人多"
1年以下,不限,未融资,i/image/M00/3B/FC/CgpFT1lR-42ASDJFAAGCtQkJa3Q563.jpg,南山区,218925,,企业服务,创业服务,"地推,商务拓展",金融类,2018-05-07,,少于15人,会计实习生,全职,0,461,,随身购（深圳）信息服务有限公司,2018-05-07 17:46:51,4191844,随身购,1k-2k,0,法务财务,"实习证明,实习补贴,会计师指导,氛围愉快"
1-3年,大专,不需要融资,i/image3/M00/20/E1/Cgq2xlqTgA6AGkhWAABFu0TjDkk152.png,南山区,310624,,企业服务,"技能培训,扁平管理,岗位晋升","财务,税务",综合职能类,2天前发布,,15-50人,会计,全职,0,461,,深圳市安融商务有限公司,2018-05-31 12:51:23,4063730,安融商务,4k-6k,0,财务,"交通方便,发展空间大"
不限,不限,未融资,images/logo_default.png,龙华新区,369620,,企业服务,"""""","助理,实习生",综合职能类,3天前发布,,少于15人,会计实习,全职,0,461,,深圳东来迎紫企业登记代理有限公司,2018-05-30 14:33:57,4451723,东来迎紫企业,3K-6K,0,财务,餐补.路补.住房补贴.年终奖.
不限,不限,未融资,i/image3/M00/4A/DA/CgpOIFrW6rmAOOlNAAB_E-luHP0099.png,宝安区,368375,,金融,"""""","银行,实习生,税务,统计",综合职能类,3天前发布,"银行,实习生,税务,统计",15-50人,会计助理,全职,0,461,,深圳市融通四海财税顾问有限公司,2018-05-30 09:28:03,4441932,融通四海,2k-3k,0,财务,"周末双休,五险一金,晋升快"
3-5年,大专,不需要融资,i/image/M00/25/96/Cgp3O1cfD4OARTpoAAA_Vxuf2ww761.jpg,龙岗区,91739,,其他,"技能培训,扁平管理,领导好,五险一金","财务,税务,AR",综合职能类,2018-05-28,,150-500人,外贸会计,全职,0,461,,深圳市高巨创新科技开发有限公司,2018-05-28 11:04:28,3997300,高巨创新,5k-6k,0,财务,发展潜力大
1-3年,大专,不需要融资,i/image3/M00/4B/1D/CgpOIFrYFGaAXUWdAAAKxSJt-Gk495.jpg,福田区,368490,,"医疗健康,其他","""""","财务,税务",综合职能类,2018-05-22,,50-150人,会计,全职,0,461,,深圳市宝利达实业有限公司,2018-05-22 15:18:03,4446252,深圳市宝利达实业有限公司,4k-7k,0,财务,"5天8小时,五险一金,包住"
1-3年,本科,B轮,i/image/M00/00/21/Cgp3O1Yt2LyABF1tAAAJUhzkjSM894.jpg,南山区,968,,移动互联网,"年底双薪,股票期权,绩效奖金,带薪年假","主管,财务,统计,供应链",综合职能类,1天前发布,,50-150人,应付成本会计,全职,0,461,,缤刻普锐（北京）科技有限责任公司,2018-06-01 17:15:59,4664741,有品 PICOOC,8k-15k,0,财务,"弹性上班,地铁口,准上市,智能硬件"
1-3年,大专,未融资,i/image2/M00/10/A5/CgoB5lnpWWGAM2xbAAAaYrS-GII276.jpg,龙华新区,275562,,企业服务,,"税务,财务",综合职能类,2018-05-28,,15-50人,代理记账会计,全职,0,461,,小牛财务咨询（深圳）有限公司,2018-05-28 17:17:53,4418761,小牛财务,6k-8k,0,财务,"扁平管理,靠地铁站,环境舒适"
3-5年,本科,B轮,i/image/M00/00/CF/CgqKkVZWhYeANvglAAB0ekupv6A740.png,南山区,68524,,"移动互联网,教育","专项奖金,股票期权,岗位晋升,年度旅游","银行,财务,税务,统计",综合职能类,2天前发布,"银行,财务,税务,统计",500-2000人,总账会计,全职,0,461,,深圳点猫科技有限公司,2018-05-31 09:42:44,4080656,编程猫,7k-14k,0,财务,"氛围好,地铁口,五险一金,年终奖"
1-3年,大专,未融资,i/image/M00/60/FE/Cgp3O1f6_HyAFaiqAAAHtYMDt88330.jpg,南山区,151034,,移动互联网,,"银行,财务,税务,AR",综合职能类,2018-05-24,"银行,财务,税务,AR",50-150人,会计,全职,0,461,,深圳市伍壹卡科技有限公司,2018-05-24 15:03:48,4622820,51,4k-6k,0,财务,"会计,税务,审计"
1-3年,大专,天使轮,i/image/M00/AC/CD/Cgp3O1i00Z6ASS1nAAAepJjei_4839.jpg,南山区,174844,,"企业服务,旅游",,"银行,财务,结算,出纳,税务",综合职能类,2018-05-29,"银行,财务,结算,出纳,税务",少于15人,会计,全职,0,461,,深圳市前海景耀健旅科技有限公司,2018-05-29 18:00:04,4375388,景耀长青,4k-8k,0,财务,"有高手带,有股权分红,弹性上班,老板人很好"
1-3年,本科,不需要融资,i/image/M00/AC/13/Cgp3O1iz472AK9kgAAA2ElGTK6A685.png,南山区,154638,,移动互联网,"年底双薪,绩效奖金,美女多,领导好",,综合职能类,2天前发布,,50-150人,会计,全职,0,461,,深圳辉煌明天科技有限公司,2018-05-31 12:37:15,4656788,辉煌明天,5k-8k,0,财务,"周末双休,弹性工作,扁平化管理,发展通道"
不限,大专,不需要融资,i/image2/M00/2D/92/CgotOVox5dCANdhzAAC7M-ZnBEk609.png,南山区,293308,,硬件,"带薪年假,定期体检,绩效奖金,专项奖金","财务,税务,AR",综合职能类,2018-05-22,,50-150人,会计,全职,0,461,,深圳市优点科技有限公司,2018-05-22 10:02:06,4605145,深圳市优点科技有限公司,8k-10k,0,财务,"创业公司,团队文化好,年底双薪,带薪年假"
1-3年,大专,未融资,i/image3/M00/44/39/CgpOIFq4wB2ADCdpAAA29IfYvvE630.jpg,宝安区,351289,,金融,"""""","财务,税务,统计",综合职能类,1天前发布,,150-500人,全盘会计,全职,0,461,,深圳市融信四海财富管理有限公司,2018-06-01 13:54:02,4569278,四海财富,5k-7k,0,财务,"周末双休,带薪年假,节日福利,商业保险"
不限,本科,B轮,i/image/M00/5E/FB/Cgp3O1ft_iyAdLjwAADF0GE_2MA391.jpg,南山区,145486,,"移动互联网,硬件","人工智能,机器人,午餐补助,扁平化管理",,综合职能类,1天前发布,,500-2000人,应付会计,全职,0,461,,深圳市优必选科技有限公司,2018-06-01 13:49:09,4609150,优必选科技,7k-10k,0,财务,"独角兽,弹性上班,带薪年假"
应届毕业生,不限,不需要融资,images/logo_default.png,,383608,,企业服务,"""""","财务,税务",综合职能类,2018-05-14,,15-50人,会计实习生,全职,0,461,,深圳高通财务管理顾问有限公司,2018-05-14 14:05:49,4564547,高通财务,2K-3K,1,财务,优秀人员直接录用，提供晋升平台。
不限,本科,不需要融资,i/image/M00/02/AB/CgqKkVaXX_6AaLKaAAAX52Kvjjg750.jpg,南山区,16831,,移动互联网,"带薪年假,计算机软件,管理规范,定期体检","财务,资产管理,统计",综合职能类,1天前发布,,2000人以上,英语固定资产会计,全职,0,461,,武汉佰钧成技术有限责任公司,2018-06-01 15:51:58,4562793,武汉佰钧成技术有限公司,4k-6k,0,财务,"六险一金,福利补贴,周末双休,员工活动"
3-5年,本科,上市公司,i/image/M00/30/58/CgqKkVdGXP6ADmUwAABITYnUXDs803.jpg,南山区,131043,,"旅游,移动互联网","股票期权,绩效奖金,五险一金,项目奖金","财务,税务,审核",综合职能类,1天前发布,,500-2000人,国际会计,全职,0,461,,深圳市远望谷信息技术股份有限公司,2018-06-01 15:11:58,4520136,远望谷,8k-15k,0,财务,"上市公司,发展机会多"
不限,大专,天使轮,i/image/M00/0E/CD/CgqKkVbdBD-ATlkhAAB052nCNVI581.jpg,宝安区,91589,,"移动互联网,电子商务","股票期权,带薪年假,扁平管理,美女多","电商,实习生,运营",综合职能类,1天前发布,"电商,实习生,运营",15-50人,财务助理/会计助理/会计/财务（欢迎应届生）,全职,0,461,,北京壹号美网络科技有限公司,2018-06-01 11:32:47,4548255,一号美店,3k-4k,0,财务,"五险一金,带薪年假,老板超好,同事超和睦"
3-5年,本科,B轮,i/image/M00/4C/6C/Cgp3O1eiqqSAAUw9AAAuMuKyumg516.jpg,南山区,62152,,"移动互联网,硬件","五险一金,带薪年假,技能培训,岗位晋升","财务,税务",综合职能类,2018-05-28,,50-150人,总帐会计/主管,全职,0,461,,深圳市速腾聚创科技有限公司,2018-05-28 09:16:41,4434958,速腾聚创,8k-15k,0,财务,"人工智能,自动驾驶"
不限,不限,A轮,i/image/M00/5B/62/CgpFT1mO-nKAD4qGAAAU4tEM2QA354.png,宝安区,229765,,"移动互联网,企业服务","年底双薪,股票期权,绩效奖金,专项奖金","秘书,行政",综合职能类,2018-05-08,,15-50人,总经理助理 财务/会计/人事助理,全职,0,461,,才友云商科技（深圳）有限公司,2018-05-08 22:19:59,4457471,才友云商,5K-10K,0,行政,"高薪,五险一金,年底分红,出国旅游"
不限,不限,未融资,i/image3/M00/4A/DA/CgpOIFrW6rmAOOlNAAB_E-luHP0099.png,宝安区,368375,,金融,"""""","财务,税务",综合职能类,3天前发布,,15-50人,会计助理/会计实习生,全职,0,461,,深圳市融通四海财税顾问有限公司,2018-05-30 09:28:03,4441907,融通四海,2k-3k,0,财务,"周末双休,五险一金,晋升快,福利好"
5-10年,大专,未融资,image1/M00/00/84/CgYXBlTUXeGAU1jGAAAq86SkCPo449.jpg,南山区,50241,,"移动互联网,电子商务","节日礼物,年底双薪,带薪年假,年度旅游","税务,AX",综合职能类,2天前发布,,2000人以上,总账会计,全职,0,461,,信必优(深圳)信息技术有限公司,2018-05-31 10:14:57,4654017,Symbio-Freeborders,10k-12k,0,财务,"IT公司,美资企业,双休,年终奖"
1-3年,大专,不需要融资,i/image/M00/23/65/CgpFT1kax2OADIjtAAAK6g4pFLU870.png,南山区,204740,,电子商务,"带薪年假,年度旅游,节日礼物,帅哥多","财务,税务,统计",综合职能类,2018-05-29,,50-150人,全盘会计,全职,0,461,,深圳迈奇威科技有限公司,2018-05-29 15:11:18,4576100,深圳迈奇威科技有限公司,6k-8k,0,财务,"全勤奖,员工旅游,节日福利,带薪年假"
不限,本科,上市公司,image1/M00/00/17/Cgo8PFTUWEyAdVplAACPfhlUvwM417.png,南山区,11885,,企业服务,"五险一金,通讯津贴,带薪年假,年底双薪","金融,财务,税务,统计,AR",综合职能类,3天前发布,"金融,财务,税务,统计,AR",2000人以上,会计岗（集团）,全职,0,461,,深圳世联行地产顾问股份有限公司,2018-05-30 09:43:49,4185669,世联行,5k-8k,0,财务,公司平台大，发展前景好
3-5年,本科,上市公司,i/image/M00/4E/1E/CgqKkVepty2ADTgWAACNaRr4QAE513.png,南山区,21561,,广告营销,"大平台多元化,丰厚年终奖,五险一金,定期体检","财务,统计",综合职能类,1天前发布,,500-2000人,税务会计,全职,0,461,,深圳舒高移动通信有限公司,2018-06-01 11:37:03,4662073,SUGAR 舒高,7k-9k,0,财务,"五险一金,年终奖,季度奖,加班调休"
3-5年,大专,未融资,images/logo_default.png,南山区,74115,,移动互联网,"技能培训,节日礼物,年底双薪,带薪年假","银行,财务,税务,统计",金融类,2018-05-10,"银行,财务,税务,统计",50-150人,会计,全职,0,461,,Appeon Software,2018-05-10 14:38:55,4493261,Appeon,6k-10k,0,法务财务,"绩效奖金,节日福利,年度旅游,弹性工作"
不限,大专,不需要融资,i/image2/M00/0F/8C/CgoB5lnnC--ACT21AAAuuz8nMVU200.jpg,福田区,274375,,"移动互联网,电子商务",,,综合职能类,1天前发布,,150-500人,税务会计助理,全职,0,461,,满金坝(深圳)科技有限公司,2018-06-01 09:09:48,4526636,满金坝,3k-4k,0,财务,"年终分红,年度加薪,福利待遇好,发展空间"
3-5年,本科,C轮,i/image/M00/87/1B/CgpFT1rT-TyAWfzpAAAjKYQjpzk540.jpg,福田区,364580,,"电子商务,医疗健康","""""","电商,主管,财务,海外,AR",综合职能类,2天前发布,"电商,主管,财务,海外,AR",50-150人,会计经理,全职,0,461,,深圳市中欧亚贸易有限公司,2018-05-31 09:29:07,4419308,中欧亚,10k-20k,0,财务,"提升空间大,包吃住,出国机会"
3-5年,大专,天使轮,i/image/M00/8B/0F/CgpEMlrUY-uACwUFAAAe1oHCpww541.PNG,南山区,28357,,移动互联网,"带薪年假,岗位晋升,年度旅游,定期体检",,综合职能类,2018-05-28,,150-500人,合并报表会计,全职,0,461,,深圳市优软科技有限公司,2018-05-28 16:30:33,4616369,优软科技,8k-10k,0,财务,"五险一金,年度体检,年底双薪,团建旅游"
5-10年,本科,不需要融资,i/image/M00/1B/F6/CgpEMlkAXpSAYdJdAAAORNBDCTY349.png,福田区,185109,,"信息安全,硬件","绩效奖金,通讯津贴,交通补助,弹性工作","财务,经理,税务,审计",综合职能类,2018-05-09,,15-50人,会计主管,全职,0,461,,深圳市金裕环球实业有限公司,2018-05-09 18:15:17,4545981,金裕环球,10K-20K,0,财务,朝九晚六 周末双休
1-3年,本科,A轮,i/image/M00/90/0E/CgpEMlryX0KAP8uAAABfVH-SHno065.jpg,福田区,165210,,"移动互联网,医疗健康","带薪年假,绩效奖金,定期体检,五险一金","财务,税务,AR",综合职能类,2天前发布,,50-150人,总账会计,全职,0,461,,深圳雪莲花网络有限公司,2018-05-31 17:16:51,4594701,雪莲花,5k-7k,0,财务,"行业冠军,扁平管理,福利丰厚,机会多多"
1-3年,本科,A轮,i/image2/M00/26/9B/CgotOVofdtqAMlOCAAAzMnDwJGY083.png,南山区,294439,,移动互联网,"交通补助,绩效奖金,通讯津贴,午餐补助","财务,成本,资产,税务",综合职能类,2天前发布,,150-500人,会计,全职,0,461,,深圳市云杉智行信息技术有限公司,2018-05-31 10:39:27,4293586,驾呗,6k-12k,0,财务,"弹性工作,朝阳行业,年轻团队"
1年以下,不限,未融资,i/image3/M00/40/D0/CgpOIFqza2SAMlDKAAAHpu5htuw456.jpg,宝安区,347192,,其他,"绩效奖金,股票期权,年终分红,带薪年假","结算,出纳,成本",综合职能类,3天前发布,,15-50人,财务文员/会计助理/会计,全职,0,461,,深圳市格士得科技有限公司,2018-05-30 09:02:23,4647320,格士得,3k-5k,0,财务,"同事好相处,社保意外险,房补包住,周末双休"
1-3年,大专,不需要融资,i/image/M00/B9/E6/CgqKkVjEDJ-AY_-qAAAHc_-rgoM075.jpg,宝安区,178774,,"移动互联网,游戏",,"税务,AR",综合职能类,2018-05-28,,少于15人,财务/会计,全职,0,461,,深圳市大脚互动科技术有限公司,2018-05-28 16:13:02,4637558,大脚互动,5k-10k,0,财务,"福利好,弹性,活力"
3-5年,本科,上市公司,image1/M00/00/34/Cgo8PFTUXJOAMEEpAAAroeFn454603.jpg,南山区,25317,,金融,"激情的团队,股票期权,努力变大牛,有舞台给您跳",财务,综合职能类,2018-05-21,,2000人以上,会计,全职,0,461,,深圳市金证科技股份有限公司,2018-05-21 09:18:34,4535471,金证股份,7k-12k,0,财务,"会计,金融IT"
应届毕业生,大专,天使轮,image1/M00/00/1C/Cgo8PFTUWF-AWRcfAAD1GqDWt-c907.jpg,龙岗区,14877,,"电子商务 ,旅游","绩效奖金 ,年度旅游 ,五险一金 ,带薪年假 ","助理,结算,财务,统计,审核",综合职能类,1天前发布,,150-500人,会计,实习,0,461,,深圳市捷旅国际旅行社有限公司,2018-06-01 11:27:09,3593876,捷旅假期,2k-3k,1,财务,"年度调薪,专业培训,晋升快,高薪资"
1-3年,大专,未融资,i/image2/M00/2D/43/CgotOVow66qAdT9MAAAt9vKudvg791.png,宝安区,234758,,其他,,"财务,税务,AR",综合职能类,2018-05-03,,500-2000人,往来会计,全职,0,461,,海日升电器制品（深圳）有限公司,2018-05-03 14:29:45,3919588,海日升电器,4k-6k,0,财务,"工作轻松,大小周制"
不限,大专,未融资,i/image3/M00/22/99/CgpOIFqU9OqADQ2vAAA3RJqBOno811.png,龙岗区,328097,,"移动互联网,电子商务","年底双薪,绩效奖金,带薪年假,节日礼物",,综合职能类,2天前发布,,500-2000人,成本会计,全职,0,461,,深圳市亚飞电子商务有限公司,2018-05-31 15:13:38,4435251,亚飞电子,6k-12k,0,财务,"晋升空间大,团队和谐,五险一金,年底双薪"
不限,大专,未融资,i/image/M00/1E/E2/CgpFT1kRNLCAYQHwAAItmBRDVqM203.jpg,宝安区,201774,,"企业服务,其他","绩效奖金,带薪年假,五险一金,岗位晋升","银行,财务,税务,外包",综合职能类,2天前发布,"银行,财务,税务,外包",15-50人,会计助理,全职,0,461,,广州财哒哒网络科技有限公司,2018-05-31 09:13:10,4454893,财哒哒,3k-5k,0,财务,"周末双休,五险一金,节日福利,员工旅游"
3-5年,本科,不需要融资,i/image3/M00/51/07/Cgq2xlr7vOOAfV34AACVzQPuY9g643.jpg,南山区,58059,,教育,"岗位晋升,扁平管理,带薪年假,弹性工作","教育,运营,助理,财务",综合职能类,2018-05-22,"教育,运营,助理,财务",50-150人,会计,全职,0,461,,星宝乐园（北京）信息科技有限公司,2018-05-22 20:26:17,4611648,星宝乐园,6k-12k,0,财务,"待遇高,有发展空间,公司氛围好"
不限,不限,不需要融资,i/image3/M00/4A/41/CgpOIFrUgIqARY_EAANXgHiOftk463.jpg,龙岗区,365969,,企业服务,"""""","审计,财务,税务",金融类,2018-05-22,,15-50人,会计助理,全职,0,461,,深圳市华深企业会计代理有限公司,2018-05-22 11:59:14,4429967,深圳市华深企业会计代理有限公司,3k-6k,0,法务财务,"个人素质,工作经验,专业水平,学历水平"
1-3年,大专,未融资,images/logo_default.png,宝安区,336516,,金融、电子商务,"""""","审计,财务,税务,AR",综合职能类,2018-05-21,,15-50人,会计,全职,0,461,,智慧谷创业投资(深圳)有限公司,2018-05-21 10:23:08,4554169,智慧谷,6k-9k,0,财务,"年终奖,五险一金,高温补贴,生日礼金"
5-10年,本科,未融资,i/image2/M00/4C/FE/CgotOVr7f5CAYmHQAAASbPmKT2o001.gif,南山区,385138,,其他,"""""","财务,税务,AR",综合职能类,2018-05-16,,15-50人,会计主管,全职,0,461,,高点（深圳）科技有限公司,2018-05-16 14:03:31,4579590,高点科技,8k-10k,0,财务,"领导,包住宿"
